0 24675.3
0 19653
1 18670.1
2 17172.5
3 16762.5
4 16290.6
5 15115.8
6 14094.4
7 13718.5
8 13358.8
9 12353.1
10 11813
11 11214.9
12 10317.2
13 10097
14 9693.92
15 9420.45
16 9320.4
17 9265.32
18 9106.14
19 9077.63
20 7904.96
21 7736.24
22 7712.39
23 7708.39
24 7467.23
25 7362.73
26 7155.65
27 6891.9
28 6850.71
29 6533.05
30 6437.87
31 6414.02
32 6323.99
33 6311.37
34 6202.37
35 6112.35
36 6010.64
37 5980.66
38 5866.78
39 5852.64
40 5584.45
41 5555.37
42 5544.27
43 5468.81
44 5419.69
45 5419.69
46 5394.95
47 5386.87
48 5223.5
49 5205.36
50 5147.28
51 5129.14
52 5120.69
53 5085.31
54 5038.21
55 5030.11
56 5004.22
57 4998.72
58 4996.78
59 4992.87
60 4925.52
61 4887.18
62 4834.74
63 4802.05
64 4802.05
65 4799.84
66 4796.72
67 4786.66
68 4784.45
69 4722.59
70 4712.54
71 4712.54
72 4711.78
73 4711.78
74 4710.74
75 4709.98
76 4709.98
77 4709.98
78 4709.98
79 4700.64
80 4649.62
81 4648.86
82 4648.86
83 4648.86
84 4648.86
85 4648.86
86 4648.86
87 4648.86
88 4648.86
89 4648.86
90 4648.86
91 4648.86
92 4648.86
93 4648.86
94 4648.86
95 4648.86
96 4648.86
97 4648.86
98 4648.86
99 4648.86
