0 34286.5
0 30480.8
1 26564.1
2 22605.5
3 20266.7
4 19002.6
5 17851.9
6 16893.8
7 16195.7
8 15182.3
9 14424.6
10 13748.3
11 13056.2
12 12532.3
13 12095.8
14 11719.3
15 11315.6
16 10883.7
17 10581.9
18 10337.8
19 10051.9
20 9749.4
21 9350.2
22 9067.3
23 8784.36
24 8571.66
25 8383.48
26 8244.37
27 8058.01
28 7658.85
29 7288.1
30 6921.15
31 6629.87
32 6454.1
33 6352.79
34 6256.36
35 6199.96
36 6138.25
37 6079.33
38 6024.34
39 5978.91
40 5927.52
41 5869.5
42 5815.44
43 5768.83
44 5678.2
45 5589.19
46 5527.02
47 5469.18
48 5448.87
49 5421.84
50 5408.74
51 5369.53
52 5347.16
53 5280.56
54 5225.42
55 5186.62
56 5150.09
57 5133.65
58 5118.51
59 5099.64
60 5070.13
61 5033.31
62 4963.27
63 4906.69
64 4858.75
65 4822.49
66 4783.02
67 4758.93
68 4755.4
69 4764.72
70 4777.93
71 4755.83
72 4735.83
73 4721.44
74 4702.99
75 4689.12
76 4685.28
77 4674.81
78 4670.31
79 4670.31
80 4670.27
81 4672.07
82 4733.68
83 4794.15
84 4814.83
85 4799.08
86 4782.9
87 4760.01
88 4725.47
89 4699.35
90 4673.23
91 4661.08
92 4656.24
93 4652.19
94 4649.83
95 4649.06
96 4647.43
97 4646.14
98 4645.33
99 4645.01
