0 24675.3
0 19653
1 18767.9
2 17718.8
3 16551
4 15694.6
5 15614.1
6 14193.3
7 13230.4
8 13183.1
9 12821
10 11995.6
11 11494.5
12 11453
13 10751.6
14 10242.8
15 9907.73
16 9907.73
17 9626.88
18 9195.95
19 9026.02
20 7904.96
21 7838.89
22 7756.88
23 7756.88
24 7632.63
25 7615.04
26 7245.85
27 6570.7
28 6332.75
29 6244.36
30 6233.13
31 6144.73
32 6129.34
33 6077.23
34 6056.88
35 6018.11
36 5904.17
37 5902.15
38 5819.24
39 5819.24
40 5584.45
41 5533.71
42 5462.75
43 5413.64
44 5383.42
45 5383.42
46 5383.42
47 5340.85
48 5340.85
49 5283.85
50 5215.4
51 5215.4
52 5133.83
53 5133.83
54 5106.74
55 5104.41
56 5104.41
57 5104.41
58 5023.32
59 5023.32
60 4925.52
61 4809.87
62 4793.98
63 4727.93
64 4727.17
65 4727.17
66 4717.12
67 4685.3
68 4675.24
69 4675.04
70 4670.31
71 4670.31
72 4670.31
73 4670.31
74 4670.31
75 4670.31
76 4670.31
77 4670.31
78 4670.31
79 4670.31
80 4649.62
81 4649.62
82 4649.62
83 4649.62
84 4649.62
85 4649.62
86 4649.62
87 4649.62
88 4649.62
89 4649.62
90 4649.62
91 4649.62
92 4649.62
93 4649.62
94 4644.57
95 4644.57
96 4644.57
97 4644.57
98 4644.57
99 4644.57
