0 24675.3
0 22688.8
1 17739.1
2 17446.1
3 15793.7
4 15423.8
5 14117
6 14109.2
7 12637.9
8 11710.4
9 11382
10 11157
11 10467.6
12 9914.17
13 9585.85
14 9348.69
15 8820.27
16 8549.46
17 8549.46
18 8247.24
19 7928.38
20 7603.69
21 7542.85
22 7432.73
23 7282.33
24 7162.32
25 7145.01
26 7042.79
27 6997.76
28 6997.76
29 6873.09
30 6778.12
31 6716.46
32 6716.46
33 6600.43
34 6555.4
35 6500.59
36 6500.59
37 6473.21
38 6422.68
39 6328.3
40 6296.26
41 6194.72
42 6167.34
43 6101.1
44 6101.1
45 6101.1
46 6101.1
47 6007.28
48 5972.4
49 5878.58
50 5865.94
51 5772.12
52 5772.12
53 5772.12
54 5704.91
55 5704.91
56 5704.91
57 5617.95
58 5617.95
59 5511.7
60 5511.7
61 5476.49
62 5476.49
63 5446.11
64 5386.58
65 5364.7
66 5336.53
67 5330.31
68 5313.31
69 5142.74
70 5119.52
71 5108.24
72 5091.86
73 5085.64
74 5085.64
75 5049.38
76 5044.98
77 5044.98
78 5044.43
79 5030.89
80 5022.79
81 5008.7
82 5007.94
83 5000.51
84 4999.76
85 4960.17
86 4960.17
87 4960.17
88 4933.8
89 4933.22
90 4933.22
91 4897.47
92 4897.47
93 4897.47
94 4850.68
95 4850.68
96 4836.44
97 4830.75
98 4830.75
99 4822.57
