0 24675.3
0 22329.2
1 18805.4
2 18301.6
3 17539.3
4 16826.3
5 15321.9
6 13461.5
7 12629
8 12612.8
9 11662.1
10 11662.1
11 11569.4
12 10624.4
13 10531.7
14 10271.6
15 10271.6
16 10106.5
17 9752.19
18 9587.37
19 9575.92
20 9411.1
21 9128.28
22 8100.09
23 8100.09
24 7909.07
25 7818.53
26 7627.51
27 7545.37
28 7416.92
29 7213.03
30 7192.44
31 7117.46
32 7053.37
33 6960.75
34 6792.57
35 6586.49
36 6554.24
37 6419.27
38 6375.18
39 6351.62
40 6261.41
41 6184.38
42 6123.08
43 6020.07
44 5981.03
45 5920.4
46 5919.43
47 5881.36
48 5881.36
49 5872.24
50 5723.63
51 5618.45
52 5608.4
53 5544.03
54 5518
55 5515.34
56 5507.52
57 5443.57
58 5439.78
59 5398.12
60 5396.98
61 5393.51
62 5389.72
63 5389.72
64 5389.72
65 5335.1
66 5335.1
67 5291.68
68 5291.68
69 5291.68
70 5291.68
71 5225.74
72 5225.74
73 5225.74
74 5184.55
75 5179.18
76 5143.97
77 5143.97
78 5067.84
79 5067.84
80 5067.84
81 5067.84
82 5067.84
83 5067.84
84 5067.84
85 5054.32
86 5004.74
87 5004.74
88 5004.74
89 5004.74
90 5004.74
91 5004.74
92 5004.74
93 5004.74
94 5004.74
95 5004.74
96 4987.8
97 4987.8
98 4987.8
99 4987.8
