0 34286.5
0 30217.9
1 26106.5
2 22363.8
3 19818.7
4 18357.4
5 17307.1
6 16425
7 15563.3
8 14664.8
9 13895
10 13415
11 12881.6
12 12274.7
13 11761.1
14 11253.1
15 10905.2
16 10601.9
17 10381.9
18 10312.1
19 10120.1
20 9820.66
21 9474.62
22 9341.93
23 8999.52
24 8649.68
25 8262.51
26 7955.01
27 7811.89
28 7566.48
29 7354.8
30 7192.8
31 7082.73
32 6956.34
33 6908.28
34 6890.24
35 6833.06
36 6672.87
37 6518.95
38 6442.74
39 6342.07
40 6279.78
41 6211.45
42 6120.84
43 6036.38
44 5839.86
45 5722.33
46 5608.91
47 5526.6
48 5465.5
49 5396.71
50 5353.29
51 5304.16
52 5256.56
53 5222.24
54 5204.19
55 5175.51
56 5144.28
57 5115.71
58 5089.03
59 5072.01
60 5059.52
61 5030.14
62 4986.4
63 4947.86
64 4924.17
65 4886.34
66 4865.93
67 4814.63
68 4778.84
69 4757.87
70 4743.42
71 4730.26
72 4722.52
73 4720.98
74 4719.97
75 4717.87
76 4714.59
77 4712.27
78 4710.68
79 4709.32
80 4709.01
81 4706.89
82 4719.93
83 4776.33
84 4780.9
85 4795.49
86 4752.83
87 4720.96
88 4700.37
89 4692.53
90 4668.19
91 4657.1
92 4655.19
93 4650.15
94 4649.57
95 4649.04
96 4648.95
97 4648.9
98 4648.87
99 4648.86
