0 1 -nan
1 1.41614 0.00420641
2 1.73591 0.00552136
3 2.0057 0.00647706
4 2.24445 0.0079549
5 2.44956 0.00844741
6 2.6443 0.0101837
7 2.83492 0.0109232
8 3.006 0.0113678
9 3.17032 0.0123448
10 3.32486 0.0141794
11 3.48382 0.0142177
12 3.62819 0.0149171
13 3.76299 0.0155427
14 3.89126 0.0169662
15 4.02521 0.0174878
16 4.14398 0.0180894
17 4.26117 0.0185974
18 4.37033 0.0189053
19 4.47611 0.0200674
20 4.58389 0.0206403
21 4.70192 0.0201391
22 4.81238 0.0208484
23 4.91942 0.0216683
24 5.01619 0.0219269
25 5.11791 0.0224177
26 5.20166 0.0228934
27 5.2883 0.0232962
28 5.36391 0.0241315
29 5.45911 0.0245605
30 5.56311 0.0243781
31 5.63853 0.0240217
32 5.71364 0.0234709
33 5.80123 0.0242214
34 5.89496 0.0244954
35 5.97207 0.0261158
36 6.05954 0.0275589
37 6.1468 0.0272815
38 6.23314 0.028245
39 6.30957 0.0278342
40 6.37391 0.0269137
41 6.465 0.027112
42 6.54415 0.0278765
43 6.62373 0.028746
44 6.69873 0.0275723
45 6.7676 0.0273727
46 6.85093 0.0282072
47 6.9284 0.0286914
48 7.00767 0.0289166
49 7.08056 0.0300212
50 7.14376 0.0288615
51 7.21116 0.028634
52 7.27993 0.0290175
53 7.35931 0.0290501
54 7.41689 0.0289434
55 7.49251 0.0289781
56 7.56552 0.0293566
57 7.6368 0.0287262
58 7.70204 0.029069
59 7.77255 0.0305521
60 7.83708 0.0303923
61 7.89717 0.0315823
62 7.96106 0.0321169
63 8.02435 0.0332452
64 8.08246 0.0332579
65 8.15004 0.0335145
66 8.20964 0.0341416
67 8.26928 0.0341468
68 8.31866 0.0343979
69 8.38243 0.0356384
70 8.44833 0.0361912
71 8.50873 0.0365913
72 8.56717 0.0356089
73 8.62905 0.0355804
74 8.68512 0.0365109
75 8.74395 0.0367341
76 8.79736 0.0372085
77 8.85413 0.0373971
78 8.91297 0.0377008
79 8.9717 0.0377215
80 9.03076 0.0385226
81 9.08795 0.0392069
82 9.13751 0.0394352
83 9.19586 0.0388237
84 9.24415 0.0392483
85 9.28805 0.0387963
86 9.3469 0.0393167
87 9.39974 0.0398909
88 9.45624 0.0398139
89 9.51277 0.0399989
90 9.56832 0.0401783
91 9.62211 0.0400869
92 9.68187 0.0396553
93 9.72714 0.0401072
94 9.78131 0.0416599
95 9.83754 0.0420517
96 9.8949 0.0418615
97 9.93918 0.0421661
98 9.98134 0.0423217
99 10.0298 0.0426538
