           1   -0.000512   -0.000512           0
           2    0.007872     0.00368    0.004192
           3    0.004928    0.004096  0.00245574
           4   -0.000792    0.002874  0.00212335
           5    0.005632   0.0034256  0.00173477
           6   -0.013496 0.000605333  0.00315598
           7    0.004184  0.00111657  0.00271584
           8    0.002232    0.001256  0.00235612
           9    0.005232  0.00169778  0.00212434
          10    0.007824   0.0023104  0.00199639
          11   -0.001736  0.00194255  0.00184289
          12    0.001616  0.00191533  0.00168254
          13   -0.011112 0.000913231  0.00184381
          14    -0.01408-0.000157714  0.00201516
          15    -0.00148-0.000245867  0.00187808
          16   -0.009904  -0.0008495   0.0018576
          17       0.013-3.48235e-05  0.00192572
          18   -0.009248-0.000546667  0.00188636
          19    0.011144 6.86316e-05  0.00188743
          20      -8e-05    6.12e-05  0.00179059
          21   -0.003152-9.18095e-05  0.00171005
          22    0.008416 0.000294909   0.0016757
          23    -0.01384-0.000319652  0.00171507
          24    0.000936-0.000267333  0.00164289
          25    -0.00892 -0.00061344  0.00161337
          26   -0.002256-0.000676615  0.00155136
          27   -0.001704-0.000714667  0.00149328
          28    0.001544   -0.000634  0.00144122
          29   -0.001568-0.000666207  0.00139101
          30    0.011048-0.000275733  0.00139942
          31    0.016064 0.000251355  0.00145254
          32    0.011928  0.00061625  0.00145298
          33    0.003976 0.000718061  0.00141193
          34    0.003696 0.000805647  0.00137257
          35   -0.007984 0.000554514  0.00135624
          36   -0.000632 0.000521556  0.00131844
          37   -0.008488 0.000278054  0.00130522
          38   -0.005384 0.000129053  0.00127912
          39      0.0134 0.000469333  0.00129152
          40   -0.012728   0.0001394  0.00130134
          41    0.003624  0.00022439  0.00127205
          42    0.007328 0.000393524  0.00125286
          43    0.005688 0.000516651  0.00122956
          44    0.006128 0.000644182  0.00120804
          45    0.002248 0.000679822  0.00118142
          46   -0.006896  0.00051513  0.00116713
          47    0.001312 0.000532085  0.00114216
          48   -0.004784 0.000421333  0.00112358
          49    0.005032 0.000515429  0.00110443
          50   -0.001096   0.0004832  0.00108259
          51    0.003944 0.000551059  0.00106332
          52   -0.006888    0.000408  0.00105244
          53   -0.009024 0.000230038  0.00104762
          54   -0.000752 0.000211852   0.0010282
          55   -0.000496 0.000198982  0.00100941
          56    0.001312 0.000218857  0.00099142
          57     0.00376 0.000280982 0.000975851
          58    -0.00676 0.000159586 0.000966532
          59   -0.004288 8.42034e-05 0.000952995
          60    0.002256   0.0001204 0.000937676
          61    0.005352 0.000206164 0.000926156
          62   -0.007192 8.68387e-05 0.000918876
          63   -0.012464-0.000112381  0.00092586
          64    0.006832  -3.875e-06 0.000917716
          65     0.00052 4.18462e-06 0.000903523
          66   -0.009168-0.000134788 0.000900516
          67    0.003384-8.22687e-05 0.000888527
          68     0.00308-3.57647e-05 0.000876598
          69     0.00148-1.37971e-05 0.000864079
          70    0.000744-2.97143e-06 0.000851715
          71    -0.00576-8.40563e-05 0.000843539
          72   -0.006352-0.000171111 0.000836284
          73   -0.014392-0.000365918 0.000847443
          74   -0.000488-0.000367568 0.000835914
          75    0.013216-0.000186453 0.000844347
          76    -0.01188-0.000340316 0.000847251
          77    0.001976-0.000310234 0.000836716
          78   -0.010368-0.000439179 0.000835925
          79    0.015736 -0.00023443 0.000850295
          80   -0.009224  -0.0003468 0.000847086
          81    -0.00868-0.000449679 0.000842865
          82   -0.011248-0.000581366 0.000842873
          83    -0.00256-0.000605205 0.000832997
          84   -0.005072-0.000658381 0.000824737
          85    0.004024-0.000603294 0.000816836
          86    0.001864-0.000574605 0.000807791
          87    0.006632 -0.00049177 0.000802738
          88   -0.001984-0.000508727 0.000793745
          89   -0.002456-0.000530607  0.00078508
          90   -0.010808  -0.0006448 0.000784662
          91   -0.011624-0.000765451 0.000785315
          92   -0.005808-0.000820261 0.000778663
          93    0.001864-0.000791398 0.000770786
          94   -0.005224-0.000838553 0.000763998
          95    0.002504-0.000803368 0.000756732
          96    0.007592-0.000715917 0.000753897
          97   -0.011136 -0.00082334 0.000753778
          98      -0.012-0.000937388 0.000754714
          99    0.010984 -0.00081697 0.000756695
         100    0.004264 -0.00076616 0.000750811
           1   -0.003352   -0.003352           0
           2    0.001968   -0.000692     0.00266
           3   -0.005024   -0.002136    0.002108
           4    0.001456   -0.001238  0.00174018
           5    0.019496   0.0029088  0.00436038
           6   -0.004984  0.00159333  0.00379549
           7   -0.003136 0.000917714  0.00327815
           8    0.000392    0.000852  0.00283972
           9    0.004768  0.00128711  0.00254191
          10     0.00164   0.0013224  0.00227383
          11   -0.015024-0.000163636  0.00253743
          12   -0.013352 -0.00126267  0.00256385
          13    0.013752-0.000107692  0.00262603
          14    0.008704 0.000521714  0.00251138
          15    0.000904   0.0005472  0.00233811
          16     0.02028   0.0017805  0.00251086
          17     0.00012  0.00168282  0.00236057
          18    0.004008    0.001812  0.00222931
          19    0.006872  0.00207832  0.00212546
          20   -0.006896   0.0016296  0.00206572
          21    0.001448  0.00162095  0.00196491
          22   -0.003552  0.00138582  0.00188816
          23    0.011336  0.00181843  0.00185534
          24    -0.00108  0.00169767  0.00178046
          25   -0.002856  0.00151552  0.00171744
          26   -0.006664  0.00120092  0.00167979
          27   -0.005056 0.000969185   0.0016329
          28   -0.009368      0.0006  0.00161624
          29   -0.006128    0.000368  0.00157667
          30   -0.016672     -0.0002  0.00162566
          31    0.004104-6.11613e-05  0.00157847
          32   -0.004224 -0.00019125  0.00153387
          33   -0.011152-0.000523394  0.00152331
          34    -0.00708-0.000716235  0.00149036
          35   -0.002584  -0.0007696  0.00144814
          36   -0.005328-0.000896222  0.00141302
          37   -0.004712-0.000999351  0.00137816
          38     0.00316-0.000889895  0.00134587
          39   -0.012464 -0.00118667  0.00134407
          40    0.016336  -0.0007486  0.00138134
          41    0.001384-0.000696585  0.00134824
          42   -0.004872   -0.000796  0.00131949
          43    0.002824-0.000711814  0.00129119
          44    -0.00768-0.000870182  0.00127141
          45   -0.006248-0.000989689  0.00124856
          46     0.00608   -0.000836  0.00123075
          47   -0.002904    -0.00088  0.00120508
          48    0.008648  -0.0006815   0.0011963
          49   -0.002424-0.000717061  0.00117217
          50   -0.006152 -0.00082576  0.00115362
          51    -0.01748 -0.00115231  0.00117698
          52   -0.012056   -0.001362  0.00117302
          53    0.001088 -0.00131577   0.0011516
          54    0.002456 -0.00124593  0.00113223
          55    0.013272-0.000981964  0.00114237
          56   -0.003608 -0.00102886  0.00112276
          57     0.00024  -0.0010066  0.00110311
          58   -0.004792 -0.00107186  0.00108589
          59    -0.01504 -0.00130861  0.00109327
          60   -0.037096 -0.00190507  0.00122929
          61   -0.004776 -0.00195213  0.00120989
          62    0.011088 -0.00174181  0.00120865
          63    0.017984  -0.0014287  0.00122984
          64   -0.005272 -0.00148875  0.00121196
          65   -0.007392 -0.00157957  0.00119662
          66   -0.007192 -0.00166461  0.00118141
          67    0.009552 -0.00149719  0.00117563
          68    0.004784 -0.00140482  0.00116189
          69   -0.019872 -0.00167246  0.00117579
          70    0.021992  -0.0013344  0.00120717
          71     6.4e-05  -0.0013147  0.00119021
          72    0.005688 -0.00121744  0.00117759
          73   -0.008376 -0.00131551  0.00116548
          74   -0.002184 -0.00132724  0.00114968
          75    -0.00844 -0.00142208  0.00113821
          76   -0.004248 -0.00145926  0.00112375
          77    0.002328 -0.00141008  0.00111015
          78    0.004904 -0.00132913  0.00109881
          79     0.00656 -0.00122927  0.00108939
          80     0.01172  -0.0010674   0.0010878
