2 0.0275999 0.000644512
1.85 0.03005 0.000910966
1.7 0.0386715 0.000807273
1.55 0.0464668 0.00112463
1.4 0.0583244 0.00117443
1.25 0.0758168 0.00162719
1.1 0.11127 0.00247215
0.95 0.17256 0.00341295
0.8 0.285363 0.00587422
0.65 0.537613 0.00945042
0.5 0.899146 0.00930449
