1 -5.03672 0
2 -5.03292 0.0026854
3 -5.0399 0.00597225
4 -5.03517 0.00606807
5 -5.03876 0.00582199
6 -5.03554 0.00567379
7 -5.03122 0.00629683
8 -5.03176 0.00553314
9 -5.03233 0.00494687
10 -5.03127 0.00456309
11 -5.03143 0.00415098
12 -5.0306 0.00388798
13 -5.0311 0.00362136
14 -5.03199 0.00347104
15 -5.02978 0.00388148
16 -5.02831 0.00390733
17 -5.02881 0.00370941
18 -5.02819 0.00355456
19 -5.02705 0.00354615
20 -5.02842 0.00362587
1 -5.04032 0
2 -5.03612 0.00297371
3 -5.03013 0.00528033
4 -5.03081 0.00400489
5 -5.03101 0.00320854
6 -5.03218 0.00288199
7 -5.03017 0.0030978
8 -5.03124 0.00289217
9 -5.03033 0.00270992
10 -5.02879 0.00284503
11 -5.02808 0.00267424
12 -5.02639 0.0029362
13 -5.02672 0.00272874
14 -5.02782 0.00274786
15 -5.0295 0.00303503
16 -5.02953 0.00284551
17 -5.02909 0.00271198
18 -5.02974 0.0026361
19 -5.03063 0.0026461
20 -5.0307 0.00251456
1 -5.02184 0
2 -5.03094 0.00643327
3 -5.03012 0.00434019
4 -5.03486 0.00523901
5 -5.03765 0.00487587
6 -5.03383 0.00535024
7 -5.03395 0.00458708
8 -5.03437 0.00403329
9 -5.03367 0.0036455
10 -5.03181 0.00372577
11 -5.03092 0.00349181
12 -5.03032 0.00325165
13 -5.03054 0.00300883
14 -5.0301 0.0028254
15 -5.02955 0.00269104
16 -5.02969 0.00252646
17 -5.02971 0.00237797
18 -5.03005 0.00227002
19 -5.02951 0.00221389
20 -5.02995 0.00214573
1 -5.01948 0
2 -5.02785 0.00591367
3 -5.02639 0.00411724
4 -5.02788 0.00334701
5 -5.02785 0.00267783
6 -5.02442 0.00383915
7 -5.02586 0.0035482
8 -5.02469 0.00329197
9 -5.02464 0.00292647
10 -5.02337 0.00289783
11 -5.02395 0.00269274
12 -5.02271 0.00274197
13 -5.02524 0.00351036
14 -5.02503 0.00326598
15 -5.02446 0.00309703
16 -5.02323 0.00313996
17 -5.0235 0.00296753
18 -5.02363 0.00280537
19 -5.02201 0.00308915
20 -5.02277 0.00302621
21 -5.023 0.00289062
22 -5.0234 0.00278662
23 -5.02283 0.00272303
24 -5.0237 0.0027451
25 -5.02362 0.00263642
26 -5.02297 0.00261493
27 -5.02277 0.00252525
28 -5.02311 0.00245819
29 -5.02274 0.00240241
30 -5.02234 0.00235455
31 -5.02188 0.00232383
32 -5.02241 0.00231062
33 -5.02228 0.00224381
34 -5.02304 0.00230224
35 -5.02287 0.0022426
36 -5.0232 0.00220375
37 -5.02343 0.00215611
38 -5.02306 0.00213065
39 -5.02285 0.00208606
40 -5.023 0.00203888
41 -5.02322 0.00200107
42 -5.02317 0.00195392
43 -5.02251 0.00201784
44 -5.02246 0.00197266
45 -5.02273 0.00194727
46 -5.02313 0.00194595
47 -5.02299 0.00190952
48 -5.02332 0.00189883
49 -5.02357 0.00187629
50 -5.02398 0.0018816
51 -5.0241 0.00184852
52 -5.02379 0.0018388
53 -5.02347 0.00183171
54 -5.0233 0.00180508
55 -5.02368 0.0018105
56 -5.024 0.00180635
57 -5.02367 0.00180309
58 -5.02397 0.00179615
59 -5.02411 0.0017713
60 -5.02421 0.0017443
61 -5.02416 0.00171634
62 -5.02431 0.00169505
63 -5.02431 0.00166815
64 -5.02446 0.00164931
65 -5.02461 0.00163079
66 -5.02477 0.00161385
67 -5.02441 0.00163053
68 -5.02422 0.00161745
69 -5.02419 0.00159428
70 -5.02461 0.00162777
71 -5.02454 0.00160654
72 -5.02447 0.00158581
73 -5.02476 0.00159075
74 -5.02446 0.00159728
75 -5.02442 0.00157639
76 -5.0246 0.00156496
77 -5.0247 0.00154784
78 -5.02489 0.0015401
79 -5.02498 0.00152314
80 -5.02503 0.00150487
81 -5.02496 0.00148771
82 -5.02516 0.00148327
83 -5.02483 0.00150173
84 -5.02482 0.00148389
85 -5.02487 0.00146727
86 -5.02499 0.00145507
87 -5.02488 0.0014428
88 -5.02489 0.00142645
89 -5.02488 0.0014105
90 -5.02483 0.00139562
91 -5.02478 0.00138121
92 -5.02471 0.00136785
93 -5.02441 0.00138554
94 -5.02484 0.00143672
95 -5.02484 0.0014216
96 -5.02514 0.00143786
97 -5.02498 0.00143239
98 -5.02499 0.00141782
99 -5.02494 0.00140446
100 -5.02497 0.00139094
