1 1.08981 0
2 1.12596 0.0255655
3 1.15076 0.0264666
4 1.17226 0.0272115
5 1.17975 0.0227766
6 1.18289 0.0191969
7 1.1866 0.0168092
8 1.18686 0.01471
9 1.19213 0.013988
10 1.19596 0.0131034
11 1.19975 0.0124472
12 1.19952 0.011412
13 1.20164 0.0107301
14 1.20148 0.0099649
15 1.20154 0.00930074
16 1.20082 0.00874711
17 1.20027 0.00824998
18 1.20084 0.00781122
19 1.20042 0.00741146
20 1.20048 0.00704115
21 1.20165 0.00680178
22 1.20126 0.00650387
23 1.19974 0.0063954
24 1.19844 0.0062593
25 1.19827 0.00601125
26 1.19769 0.00580845
27 1.19754 0.00559525
28 1.19689 0.0054325
29 1.19685 0.00524535
30 1.19855 0.00534145
31 1.19887 0.0051783
32 1.19887 0.00501648
33 1.19944 0.00489716
34 1.19974 0.00476197
35 1.1999 0.0046287
36 1.19953 0.00451498
37 1.19914 0.00440947
38 1.19875 0.00431143
39 1.19825 0.00422929
40 1.1984 0.00412614
41 1.19832 0.00402632
42 1.19744 0.00402486
43 1.197 0.00395467
44 1.19667 0.00387918
45 1.19702 0.00380954
46 1.19641 0.00377562
47 1.19586 0.00373513
48 1.1966 0.00372892
49 1.19694 0.00366808
50 1.19641 0.00363182
51 1.1966 0.00356533
52 1.1966 0.00349677
53 1.19687 0.00344149
54 1.19816 0.00361009
55 1.19891 0.00362209
56 1.1984 0.00359383
57 1.19848 0.00353162
58 1.19873 0.00347984
59 1.19893 0.00342653
60 1.19882 0.00337118
61 1.19872 0.00331725
62 1.1996 0.00337766
63 1.20013 0.0033661
64 1.20063 0.00335003
65 1.20098 0.00331639
66 1.20137 0.00328954
67 1.20148 0.00324203
68 1.20123 0.00320354
69 1.20126 0.00315721
70 1.20121 0.0031125
71 1.20103 0.00307344
72 1.20125 0.003038
73 1.20084 0.00302267
74 1.2008 0.00298222
75 1.20083 0.00294261
76 1.2005 0.00292194
77 1.20013 0.00290709
78 1.20002 0.00287216
79 1.19998 0.002836
80 1.20005 0.00280139
81 1.19999 0.00276738
82 1.19997 0.00273375
83 1.20001 0.00270107
84 1.20019 0.00267554
85 1.20065 0.00268299
86 1.20083 0.00265756
87 1.20084 0.00262702
88 1.20079 0.00259763
89 1.20062 0.00257408
90 1.2003 0.00256435
91 1.20015 0.00254085
92 1.19992 0.00252342
93 1.19968 0.00250821
94 1.19927 0.00251382
95 1.19896 0.00250671
96 1.19904 0.00248191
97 1.19885 0.00246338
98 1.19864 0.00244733
99 1.19876 0.00242532
100 1.1988 0.00240147
