           1    0.805542    0.805542           0
           2    0.709903    0.757723   0.0338135
           3    0.794343     0.76993   0.0246474
           4     0.38945     0.67481    0.084425
           5    0.671843    0.674216    0.067542
           6    0.715535    0.681103    0.056635
           7    0.748063    0.690668   0.0493455
           8    0.823799     0.70731   0.0458977
           9    0.806758     0.71836   0.0421071
          10    0.960004    0.742524   0.0442907
          11    0.666352    0.735599    0.040802
          12    0.737135    0.735727    0.037402
          13    0.776401    0.738856   0.0346555
          14    0.678835    0.734569   0.0324443
          15     1.10273    0.759113   0.0384606
          16    0.528453    0.744697   0.0386644
          17    0.651876    0.739237   0.0367735
          18    0.440009    0.722613   0.0383042
          19    0.502406    0.711023   0.0380011
          20     0.76011    0.713478   0.0361802
          21    0.945265    0.724515   0.0361017
          22    0.771687    0.726659   0.0345244
          23    0.694915    0.725279   0.0330509
          24    0.502872    0.716012   0.0329473
          25    0.725607    0.716396   0.0316316
          26    0.506925    0.708339   0.0314243
          27     0.75102     0.70992   0.0303002
          28    0.761014    0.711745   0.0292729
          29    0.635013    0.709099   0.0283828
          30    0.957724    0.717386   0.0286211
          31    0.572585    0.712715   0.0280764
          32    0.642532    0.710522   0.0272846
          33    0.890643     0.71598   0.0269982
          34    0.902631     0.72147   0.0267564
          35    0.788667     0.72339   0.0260608
          36    0.736777    0.723762   0.0253395
          37    0.583613    0.719974   0.0249361
          38    0.606058    0.716976   0.0244595
          39    0.718761    0.717022   0.0238323
          40    0.705814    0.716742   0.0232382
          41     1.15324    0.727388   0.0249915
          42    0.644732     0.72542   0.0244738
          43    0.744561    0.725865   0.0239087
          44    0.844937    0.728572    0.023518
          45    0.753879    0.729134   0.0230021
          46    0.712821    0.728779   0.0225048
          47    0.645182    0.727001   0.0220961
          48    0.710575    0.726659   0.0216384
          49    0.976693    0.731761   0.0217902
          50    0.699963    0.731125   0.0213637
          51    0.715759    0.730824   0.0209469
          52    0.776008    0.731693   0.0205621
          53    0.669669    0.730523   0.0202074
          54    0.428931    0.724938   0.0205905
          55    0.807748    0.726443   0.0202711
          56    0.512927     0.72263   0.0202645
          57    0.551385    0.719626   0.0201305
          58    0.679341    0.718932   0.0197954
          59     0.79494     0.72022   0.0195018
          60    0.474755    0.716129   0.0196011
          61    0.760912    0.716863   0.0192936
          62    0.669084    0.716092   0.0189978
          63    0.504357    0.712731   0.0189912
          64     0.89922    0.715645   0.0189166
          65    0.602051    0.713898   0.0187062
          66    0.610221    0.712327   0.0184886
          67    0.462387    0.708596   0.0185852
          68    0.427533    0.704463   0.0187658
          69    0.910419    0.707448   0.0187298
          70    0.514798    0.704696   0.0186633
          71    0.675124    0.704279   0.0184051
          72    0.653272    0.703571   0.0181631
          73    0.430898    0.699836   0.0182943
          74    0.947969    0.703189   0.0183518
          75    0.675074    0.702814    0.018111
          76    0.820394    0.704361   0.0179386
          77    0.610039    0.703136   0.0177474
          78    0.634186    0.702252   0.0175419
          79    0.738456     0.70271   0.0173258
          80    0.986308    0.706255   0.0174682
          81    0.899612    0.708642   0.0174148
          82    0.713078    0.708697   0.0172025
          83     1.05157    0.712828   0.0174843
          84    0.553316    0.710929   0.0173789
          85    0.722489    0.711065    0.017175
          86    0.698729    0.710921   0.0169759
          87    0.682175    0.710591    0.016784
          88    0.892612    0.712659   0.0167202
          89    0.704835    0.712571   0.0165326
          90    0.508015    0.710298   0.0165044
          91    0.548592    0.708521   0.0164184
          92    0.623057    0.707592   0.0162662
          93    0.915187    0.709825   0.0162437
          94     1.06729    0.713627   0.0165101
          95    0.538116     0.71178   0.0164393
          96    0.502668    0.709602   0.0164118
          97    0.929489    0.711869   0.0163984
          98    0.539474    0.710109   0.0163251
          99    0.767094    0.710685   0.0161704
         100    0.844659    0.712025   0.0160641
         101    0.832118    0.713214    0.015949
         102    0.639492    0.712491    0.015809
         103    0.719314    0.712557   0.0156556
         104    0.406128    0.709611   0.0157799
         105    0.908767    0.711508   0.0157432
         106      1.1542    0.715684   0.0161391
         107    0.677047    0.715323   0.0159923
         108    0.604778    0.714299    0.015877
         109    0.657662     0.71378   0.0157398
         110     0.64768    0.713179   0.0156082
         111    0.642583    0.712543   0.0154805
         112    0.910066    0.714306   0.0154424
         113     0.81403    0.715189    0.015331
         114    0.971675    0.717439   0.0153607
         115    0.482152    0.715393   0.0153628
         116    0.804769    0.716163   0.0152497
         117    0.797931    0.716862   0.0151353
         118    0.730388    0.716977   0.0150075
         119    0.607169    0.716054   0.0149097
         120    0.687924     0.71582   0.0147873
         121    0.421625    0.713388   0.0148636
         122     0.74106    0.713615   0.0147435
         123     0.49172    0.711811   0.0147336
         124    0.670799     0.71148   0.0146185
         125    0.550623    0.710193   0.0145581
         126    0.570252    0.709083   0.0144849
