0.00359072           0           0
0.0107722           0           0
0.0179536           0           0
0.0251351           0           0
0.0323165           0           0
0.039498           0           0
0.0466794           0           0
0.0538609           0           0
0.0610423           0           0
0.0682238           0           0
0.0754052           0           0
0.0825867           0           0
0.0897681           0           0
0.0969496           0           0
0.104131           0           0
0.111312           0           0
0.118494           0           0
0.125675           0           0
0.132857           0           0
0.140038           0           0
0.14722           0           0
0.154401           0           0
0.161583           0           0
0.168764           0           0
0.175945           0           0
0.183127           0           0
0.190308           0           0
0.19749           0           0
0.204671           0           0
0.211853           0           0
0.219034           0           0
0.226216           0           0
0.233397           0           0
0.240579           0           0
0.24776           0           0
0.254941           0           0
0.262123           0           0
0.269304           0           0
0.276486           0           0
0.283667           0           0
0.290849           0           0
0.29803           0           0
0.305212           0           0
0.312393           0           0
0.319574           0           0
0.326756           0           0
0.333937           0           0
0.341119           0           0
0.3483           0           0
0.355482           0           0
0.362663           0           0
0.369845           0           0
0.377026           0           0
0.384208           0           0
0.391389           0           0
0.39857           0           0
0.405752           0           0
0.412933           0           0
0.420115           0           0
0.427296           0           0
0.434478           0           0
0.441659           0           0
0.448841           0           0
0.456022           0           0
0.463203           0           0
0.470385           0           0
0.477566           0           0
0.484748           0           0
0.491929           0           0
0.499111           0           0
0.506292           0           0
0.513474           0           0
0.520655           0           0
0.527836           0           0
0.535018           0           0
0.542199           0           0
0.549381           0           0
0.556562           0           0
0.563744           0           0
0.570925           0           0
0.578107           0           0
0.585288           0           0
0.59247           0           0
0.599651           0           0
0.606832           0           0
0.614014           0           0
0.621195           0           0
0.628377           0           0
0.635558           0           0
0.64274           0           0
0.649921           0           0
0.657103           0           0
0.664284           0           0
0.671465           0           0
0.678647           0           0
0.685828           0           0
0.69301           0           0
0.700191           0           0
0.707373           0           0
0.714554           0           0
0.721736           0           0
0.728917           0           0
0.736099           0           0
0.74328           0           0
0.750461           0           0
0.757643           0           0
0.764824           0           0
0.772006           0           0
0.779187           0           0
0.786369           0           0
0.79355           0           0
0.800732           0           0
0.807913           0           0
0.815094           0           0
0.822276           0           0
0.829457           0           0
0.836639           0           0
0.84382           0           0
0.851002           0           0
0.858183           0           0
0.865365           0           0
0.872546           0           0
0.879727           0           0
0.886909       20.29     4.01716
0.89409     287.371     38.5124
0.901272      264.22      34.067
0.908453     712.886     84.3086
0.915635     1365.08     167.698
0.922816     2998.81      378.52
0.929998     4093.06     538.612
0.937179     5590.66      729.55
0.944361     7970.11     1030.08
0.951542     11610.2     1459.33
0.958723     17052.1     2148.18
0.965905     24227.7     2975.25
0.973086     30584.2     3839.12
0.980268     38197.6      4851.8
0.987449     44359.7     5663.22
0.994631     53962.1     6599.92
1.00181     65238.3     8162.32
1.00899     73135.7     9278.74
1.01618     83775.1     10314.7
1.02336     92375.6     11669.8
1.03054      101763     12689.1
1.03772      108492     13687.1
1.0449      116530     14347.9
1.05208      122618     15191.3
1.05926      128360     15788.5
1.06645      131145     16122.1
1.07363      132723     16389.2
1.08081      132646       16700
1.08799      140956     17385.3
1.09517      145294     17800.7
1.10235      148009     17990.3
1.10953      146198     17977.3
1.11672      147138     17813.9
1.1239      147307     17855.7
1.13108      144777     17820.8
1.13826      140892     17285.3
1.14544      142794     17322.4
1.15262      141011     17184.3
1.1598      136802     16763.9
1.16699      137431     16726.4
1.17417      138492     17003.7
1.18135      134731     16761.8
1.18853      130247     16138.4
1.19571      130741     16287.5
1.20289      131221     16145.8
1.21007      132024     16358.5
1.21726      128492     15641.5
1.22444      123768     15194.2
1.23162      128581     15618.4
1.2388      125088     15712.1
1.24598      122207     15272.1
1.25316      116981     14874.4
1.26034      119089     14872.9
1.26753      114197     14381.7
1.27471      113362     13962.9
1.28189      110337     13725.6
1.28907      109741     13925.6
1.29625      110236     13930.7
1.30343      109409       13711
1.31061      105900     13162.6
1.3178      106883     13281.8
1.32498      103846     13167.3
1.33216      102604     13047.3
1.33934     99680.7       12699
1.34652      100922     12780.6
1.3537      101061     12604.7
1.36088     99306.1     12622.6
1.36807     95650.4     12069.7
1.37525     94682.9       12164
1.38243     92587.1     11762.3
1.38961       91011     11569.2
1.39679     89676.9     11435.8
1.40397     86458.9     11170.1
1.41115     86452.5       11023
1.41834       86235     10928.1
1.42552       86581     10825.2
1.4327     87182.1     10869.1
1.43988     84459.3     10736.4
1.44706       84620     10551.9
1.45424     83325.7     10455.1
1.46142     80385.4     10222.5
1.46861     79861.7     10075.7
1.47579     81330.7     10300.7
1.48297     82224.1       10460
1.49015     79321.3     9950.56
1.49733     80316.7     10109.5
1.50451     80143.9     9962.04
1.5117     77726.7      9829.1
1.51888     74873.4     9550.31
1.52606     73789.3     9458.71
1.53324     74820.7     9468.04
1.54042     75303.3     9542.68
1.5476     74496.4     9458.53
1.55478     72824.9     9256.46
1.56197     73041.8     9255.78
1.56915     73553.5     9388.28
1.57633       71541     9208.22
1.58351       72286        9182
1.59069     72815.7     9223.76
1.59787     73813.4     9269.76
1.60505     72596.1     9260.94
1.61224     72757.7     9193.59
1.61942     71284.4     8982.61
1.6266     70764.5      9020.6
1.63378     70189.5     8997.39
