0 24675.3
0 21743.1
1 17637.3
2 16169.1
3 15689.5
4 14449.6
5 12602.4
6 11917.3
7 11683
8 11383.3
9 10562.1
10 10390.2
11 9950
12 9705.62
13 9553.6
14 9104.59
15 8928.3
16 8779.95
17 8533.18
18 8412.49
19 8328.64
20 8312.15
21 8177.07
22 8051.86
23 7900.28
24 7831.52
25 7811.66
26 7632.09
27 7537.4
28 7448.77
29 7377.32
30 7269.21
31 7197.75
32 7100.73
33 6894.75
34 6726.28
35 6726.28
36 6713.88
37 6574.18
38 6552.67
39 6463.55
40 6418.98
41 6393.49
42 6380.87
43 6338.73
44 6305.71
45 6305.71
46 6243.81
47 6243.81
48 6210.1
49 6196.73
50 6182.51
51 6158.65
52 6122.76
53 6098.9
54 6087.69
55 6057.85
56 5806.28
57 5747.43
58 5720.88
59 5629.06
60 5583.24
61 5565.14
62 5508.12
63 5494.99
64 5473.01
65 5390.61
66 5256.65
67 5214.24
68 5133.87
69 5131.52
70 5122.95
71 5122.95
72 5066.37
73 5044.96
74 4979.81
75 4958.84
76 4958.84
77 4958.84
78 4958.27
79 4946.85
80 4946.28
81 4946.28
82 4946.28
83 4946.28
84 4942.59
85 4877.54
86 4873.85
87 4873.85
88 4873.85
89 4867.18
90 4867.18
91 4867.18
92 4867.18
93 4866.6
94 4866.6
95 4857.51
96 4852.14
97 4852.14
98 4852.14
99 4852.14
