0 34286.5
0 30505.5
1 26693.3
2 22730.6
3 20239.9
4 18637.7
5 17634.1
6 16870.9
7 16215.1
8 15535.3
9 14786.5
10 13760
11 12794.4
12 12064.8
13 11469.1
14 11131.7
15 10857
16 10709.2
17 10586.1
18 10394.8
19 10182.8
20 9981.05
21 9723.55
22 9309.6
23 9043.28
24 8756.57
25 8462.69
26 8271.91
27 8089.83
28 7957.04
29 7759.46
30 7601.45
31 7504.95
32 7340.13
33 7210.35
34 7093.54
35 7039.6
36 6929.04
37 6862.49
38 6782.27
39 6720.91
40 6602.27
41 6441.96
42 6283.51
43 6137.47
44 5960.95
45 5814.33
46 5706.23
47 5610.95
48 5525.55
49 5482.06
50 5472.41
51 5447.79
52 5421.99
53 5395.07
54 5353.66
55 5312.39
56 5265.47
57 5222.68
58 5191.58
59 5167.2
60 5141.51
61 5103.21
62 5044.09
63 4997.61
64 4957.04
65 4927.03
66 4892.16
67 4851.7
68 4817.32
69 4790.28
70 4781.3
71 4797.99
72 4798.56
73 4766.26
74 4742.9
75 4736.99
76 4722.45
77 4714.89
78 4706.78
79 4701.08
80 4698.13
81 4702.69
82 4710.47
83 4740.5
84 4751.46
85 4773.19
86 4768.94
87 4755
88 4737.45
89 4746.04
90 4728.47
91 4717.83
92 4695.89
93 4681.12
94 4662.21
95 4655.79
96 4654.26
97 4652.42
98 4649.77
99 4648.46
