0 34286.5
0 30719.3
1 26753.5
2 23128.5
3 20348
4 19144.3
5 18154.3
6 16965.7
7 15844.6
8 15090.2
9 14376.9
10 13821.6
11 13240.2
12 12577.5
13 12039.6
14 11567.9
15 11202.2
16 10782.6
17 10479.8
18 10154.7
19 9817.13
20 9569.37
21 9359.77
22 9140.53
23 8971.72
24 8734.35
25 8466.93
26 8045.25
27 7712.08
28 7497.49
29 7332.05
30 7242.44
31 7195.97
32 7158.86
33 7103.06
34 7035.49
35 6949.1
36 6868.48
37 6837.21
38 6812.94
39 6774.27
40 6705.2
41 6627.27
42 6540.94
43 6428.12
44 6316.76
45 6244.31
46 6182.76
47 6113.07
48 6058.65
49 6010.92
50 5959.59
51 5901.5
52 5823.48
53 5764.59
54 5726.49
55 5695.89
56 5668.67
57 5633.1
58 5593.76
59 5560.14
60 5531.44
61 5489.33
62 5451.18
63 5423.68
64 5400.2
65 5382.12
66 5330.48
67 5278.3
68 5199.17
69 5166.73
70 5134.43
71 5116.82
72 5107.74
73 5079.67
74 5050.05
75 5034.75
76 5024.46
77 5011.09
78 4998.85
79 4991
80 4984.73
81 4982.12
82 4981.13
83 4954.96
84 4935.81
85 4925.6
86 4920.26
87 4915.31
88 4910.95
89 4909.73
90 4905.93
91 4899.71
92 4895.54
93 4892.26
94 4890.06
95 4890.08
96 4892.22
97 4902.28
98 4902.06
99 4922.57
