0 24675.3
0 22456.5
1 20730.4
2 20329.5
3 19006.7
4 17775.3
5 16803.5
6 16444.9
7 15153.1
8 14493.9
9 13384.6
10 11798.1
11 11623.7
12 11137.2
13 10699
14 10699
15 10599.7
16 10093.7
17 9897.59
18 9678.33
19 9606.26
20 9387
21 9224.84
22 8933.5
23 8904.69
24 8739.35
25 8463.11
26 8196.28
27 8103.73
28 8027.51
29 8027.51
30 7916
31 7684.27
32 7572.76
33 7464.16
34 7464.16
35 7376.91
36 7263.13
37 7148.2
38 6953.62
39 6839.85
40 6835.6
41 6800.61
42 6697.34
43 6665.71
44 6665.71
45 6665.71
46 6374.72
47 6348.54
48 6302.6
49 6302.6
50 6231.09
51 6198.36
52 6198.36
53 6080.97
54 5976.73
55 5891.01
56 5860.5
57 5774.78
58 5753.59
59 5746.6
60 5722.41
61 5664.11
62 5611.74
63 5604.75
64 5604.75
65 5601.34
66 5528.34
67 5439.67
68 5439.67
69 5398.16
70 5398.16
71 5398.16
72 5398.16
73 5398.16
74 5391.05
75 5324.82
76 5321.86
77 5320.33
78 5320.33
79 5313.23
80 5186.87
81 5186.87
82 5164.14
83 5078.65
84 5078.65
85 5071.55
86 5055.24
87 5032.16
88 5020.33
89 5018.69
90 5014.06
91 4992.18
92 4978.71
93 4967.72
94 4967.72
95 4954.94
96 4954.94
97 4954.94
98 4954.94
99 4889.27
