0 24675.3
0 19653
1 17729.7
2 16812.1
3 16210.6
4 15498.4
5 14914.5
6 13709.4
7 13026.8
8 12797.1
9 12371.2
10 11556
11 10732.3
12 10481.6
13 10166.7
14 10166.7
15 10023.5
16 9865.66
17 9829.17
18 9536.27
19 9129.89
20 7904.96
21 7904.96
22 7450.08
23 7332.56
24 7332.56
25 7205.42
26 7093.03
27 6947.19
28 6947.19
29 6907.29
30 6797.48
31 6797.48
32 6782.25
33 6604.66
34 6313.19
35 6273.94
36 6223.2
37 6206.73
38 6150.26
39 6149.47
40 5584.45
41 5497.78
42 5497.78
43 5442.63
44 5442.63
45 5391.89
46 5379.13
47 5292.35
48 5268
49 5231.61
50 5196.39
51 5172.04
52 5172.04
53 5147.28
54 5107.42
55 5077.2
56 5048.99
57 5048.99
58 5040.91
59 5040.91
60 4925.52
61 4894.62
62 4809.99
63 4809.23
64 4808.74
65 4728.42
66 4728.42
67 4727.66
68 4720.33
69 4719.58
70 4719.58
71 4719.58
72 4719.58
73 4719.58
74 4709.32
75 4709.32
76 4709.32
77 4709.32
78 4709.32
79 4709.32
80 4649.62
81 4649.62
82 4649.62
83 4649.62
84 4649.62
85 4649.62
86 4649.62
87 4649.62
88 4649.62
89 4649.62
90 4649.62
91 4648.86
92 4648.86
93 4648.86
94 4648.86
95 4648.86
96 4648.86
97 4648.86
98 4648.86
99 4648.86
